date,rank,film
1957-09-18,1,Around the World in 80 Days
1957-09-25,1,Around the World in 80 Days
1957-10-02,1,Jet Pilot
1957-10-09,1,Around the World in 80 Days
1957-10-16,1,Around the World in 80 Days
1957-10-23,1,Around the World in 80 Days
1957-10-30,1,Around the World in 80 Days
1957-11-06,1,Around the World in 80 Days
1957-11-13,1,Around the World in 80 Days
1957-11-20,1,Around the World in 80 Days
1957-11-27,1,Pal Joey
1957-12-04,1,Pal Joey
1957-12-11,1,Around the World in 80 Days
1957-12-18,1,Around the World in 80 Days
1957-12-25,1,The Sad Sack
1958-01-01,1,Sayonara
1958-01-08,1,Sayonara
1958-01-15,1,Sayonara
1958-01-22,1,Sayonara
1958-01-29,1,Sayonara
1958-02-05,1,Peyton Place
1958-02-12,1,A Farewell to Arms
1958-02-19,1,A Farewell to Arms
1958-02-26,1,Witness for the Prosecution
1958-03-05,1,Witness for the Prosecution
1958-03-12,1,The Brothers Karamazov
1958-03-19,1,The Bridge on the River Kwai †
1958-03-26,1,The Bridge on the River Kwai †
1958-04-02,1,The Bridge on the River Kwai †
1958-04-09,1,The Bridge on the River Kwai †
1958-04-16,1,The Bridge on the River Kwai †
1958-04-23,1,The Young Lions
1958-04-30,1,The Bridge on the River Kwai †
1958-05-07,1,The Bridge on the River Kwai †
1958-05-14,1,South Pacific
1958-05-21,1,South Pacific
1958-05-28,1,South Pacific
1958-06-04,1,God's Little Acre
1958-06-11,1,South Pacific
1958-06-18,1,South Pacific
1958-06-25,1,South Pacific
1958-07-02,1,The Vikings
1958-07-09,1,The Vikings
1958-07-16,1,The Vikings
1958-07-23,1,Indiscreet
1958-07-30,1,Indiscreet
1958-08-06,1,Indiscreet
1958-08-13,1,Indiscreet
1958-08-20,1,South Pacific
1958-08-27,1,South Pacific
1958-09-03,1,Cat on a Hot Tin Roof
1958-09-10,1,Cat on a Hot Tin Roof
1958-09-17,1,Cat on a Hot Tin Roof
1958-09-24,1,Cat on a Hot Tin Roof
1958-10-01,1,Cat on a Hot Tin Roof
1958-10-08,1,Damn Yankees
1958-10-15,1,Cat on a Hot Tin Roof
1958-10-22,1,Cat on a Hot Tin Roof
1958-10-29,1,Cat on a Hot Tin Roof
1958-11-05,1,Cat on a Hot Tin Roof
1958-11-12,1,In Love and War
1958-11-19,1,The Last Hurrah
1958-11-26,1,Houseboat
1958-12-03,1,Mardi Gras
1958-12-10,1,Mardi Gras
1958-12-17,1,South Seas Adventure
1958-12-24,1,The Buccaneer
1959-01-07,1,The Buccaneer
1959-01-14,1,Auntie Mame †
1959-01-21,1,Auntie Mame †
1959-01-28,1,Some Came Running
1959-02-04,1,Auntie Mame †
1959-02-11,1,Auntie Mame †
1959-02-18,1,Separate Tables
1959-02-25,1,Sleeping Beauty
1959-03-04,1,Separate Tables
1959-03-11,1,Sleeping Beauty
1959-03-18,1,Sleeping Beauty
1959-03-25,1,Rio Bravo
1959-04-01,1,Some Like It Hot
1959-04-08,1,Some Like It Hot
1959-04-15,1,Some Like It Hot
1959-04-22,1,Imitation of Life
1959-04-29,1,Imitation of Life
1959-05-06,1,Some Like It Hot
1959-05-13,1,Some Like It Hot
1959-05-20,1,Some Like It Hot
1959-05-27,1,Some Like It Hot
1959-06-03,1,Pork Chop Hill
1959-06-10,1,The Young Philadelphians
1959-06-17,1,Ask Any Girl
1959-06-24,1,Say One for Me
1959-07-01,1,The Horse Soldiers
1959-07-08,1,The Nun's Story
1959-07-15,1,The Nun's Story
1959-07-22,1,A Hole in the Head
1959-07-29,1,The Nun's Story
1959-08-05,1,Anatomy of a Murder
1959-08-12,1,North by Northwest
1959-08-19,1,North by Northwest
1959-08-26,1,North by Northwest
1959-09-02,1,North by Northwest
1959-09-09,1,North by Northwest
1959-09-16,1,North by Northwest
1959-09-23,1,North by Northwest
1959-09-30,1,That Kind of Woman
1959-10-07,1,But Not for Me
1959-10-14,1,The FBI Story
1959-10-21,1,Pillow Talk
1959-10-28,1,Pillow Talk
1959-11-04,1,Pillow Talk
1959-11-11,1,Pillow Talk
1959-11-18,1,Pillow Talk
1959-11-25,1,Pillow Talk
1959-12-02,1,A Summer Place
1959-12-09,1,A Summer Place
1959-12-16,1,Pillow Talk
1959-12-23,1,On the Beach
1959-12-30,1,Solomon and Sheba
1960-01-06,1,Operation Petticoat
1960-01-13,1,Operation Petticoat
1960-01-20,1,Operation Petticoat
1960-01-27,1,Operation Petticoat
1960-02-03,1,Ben-Hur †
1960-02-10,1,Ben-Hur †
1960-02-17,1,On the Beach
1960-02-24,1,Ben-Hur †
1960-03-02,1,Ben-Hur †
1960-03-09,1,Ben-Hur †
1960-03-16,1,Ben-Hur †
1960-03-23,1,Ben-Hur †
1960-03-30,1,Ben-Hur †
1960-04-06,1,Ben-Hur †
1960-04-13,1,Ben-Hur †
1960-04-20,1,Please Don't Eat the Daisies
1960-04-27,1,Please Don't Eat the Daisies
1960-05-04,1,Ben-Hur †
1960-05-11,1,Ben-Hur †
1960-05-18,1,Ben-Hur †
1960-05-25,1,Ben-Hur †
1960-06-01,1,Ben-Hur †
1960-06-08,1,Ben-Hur †
1960-06-15,1,Ben-Hur †
1960-06-22,1,Ben-Hur †
1960-06-29,1,Ben-Hur †
1960-07-06,1,Bells Are Ringing
1960-07-13,1,Ben-Hur †
1960-07-20,1,Ben-Hur †
1960-07-27,1,Ben-Hur †
1960-08-03,1,Ben-Hur †
1960-08-10,1,Ben-Hur †
1960-08-17,1,Ocean's 11
1960-08-24,1,Ocean's 11
1960-08-31,1,Ocean's 11
1960-09-07,1,Ben-Hur †
1960-09-14,1,Ben-Hur †
1960-09-21,1,Ben-Hur †
1960-09-28,1,Ben-Hur †
1960-10-05,1,Ben-Hur †
1960-10-12,1,The Dark at the Top of the Stairs
1960-10-19,1,Ben-Hur †
1960-10-26,1,Ben-Hur †
1960-11-02,1,Ben-Hur †
1960-11-09,1,Midnight Lace
1960-11-16,1,BUtterfield 8
1960-11-23,1,BUtterfield 8
1960-11-30,1,BUtterfield 8
1960-12-07,1,BUtterfield 8
1960-12-14,1,Ben-Hur †
1960-12-21,1,Cinderfella
1960-12-28,1,Exodus
1961-01-04,1,Spartacus
1961-01-11,1,Spartacus
1961-01-18,1,Exodus
1961-01-25,1,Spartacus
1961-02-01,1,Swiss Family Robinson
1961-02-08,1,The Misfits
1961-02-15,1,Exodus
1961-02-22,1,The Misfits
1961-03-01,1,Exodus
1961-03-08,1,Exodus
1961-03-15,1,Exodus
1961-03-22,1,Exodus
1961-03-29,1,Exodus
1961-04-05,1,Exodus
1961-04-12,1,Exodus
1961-04-19,1,The Absent-Minded Professor
1961-04-26,1,The Absent-Minded Professor
1961-05-03,1,The Absent-Minded Professor
1961-05-10,1,Gone with the Wind
1961-05-17,1,The Absent-Minded Professor
1961-05-24,1,Gone with the Wind
1961-05-31,1,The Young Savages
1961-06-07,1,The Pleasure of His Company
1961-06-14,1,The Pleasure of His Company
1961-06-21,1,The Pleasure of His Company
1961-06-28,1,The Pleasure of His Company
1961-07-05,1,The Parent Trap
1961-07-12,1,Fanny
1961-07-19,1,Fanny
1961-07-26,1,Fanny
1961-08-02,1,The Guns of Navarone
1961-08-09,1,The Guns of Navarone
1961-08-16,1,The Guns of Navarone
1961-08-23,1,The Guns of Navarone
1961-08-30,1,Come September
1961-09-06,1,Come September
1961-09-13,1,Come September
1961-09-20,1,Come September
1961-09-27,1,Come September
1961-10-04,1,Come September
1961-10-11,1,The Hustler
1961-10-18,1,Breakfast at Tiffany's
1961-10-25,1,Breakfast at Tiffany's
1961-11-01,1,Breakfast at Tiffany's
1961-11-08,1,Breakfast at Tiffany's
1961-11-15,1,Breakfast at Tiffany's
1961-11-22,1,King of Kings
1961-11-29,1,The Comancheros
1961-12-06,1,King of Kings
1961-12-13,1,King of Kings
1961-12-20,1,West Side Story
1961-12-27,1,Flower Drum Song
1962-01-03,1,Babes in Toyland
1962-01-10,1,Flower Drum Song
1962-01-17,1,Flower Drum Song
1962-01-24,1,Flower Drum Song
1962-01-31,1,"One, Two, Three"
1962-02-07,1,"One, Two, Three"
1962-02-14,1,"One, Two, Three"
1962-02-21,1,Lover Come Back
1962-02-28,1,Lover Come Back
1962-03-07,1,Lover Come Back
1962-03-14,1,Lover Come Back
1962-03-21,1,Lover Come Back
1962-03-28,1,West Side Story
1962-04-04,1,West Side Story
1962-04-11,1,West Side Story
1962-04-18,1,West Side Story
1962-04-25,1,Moon Pilot
1962-05-02,1,West Side Story
1962-05-09,1,West Side Story
1962-05-16,1,West Side Story
1962-05-23,1,West Side Story
1962-05-30,1,West Side Story
1962-06-06,1,West Side Story
1962-06-13,1,West Side Story
1962-06-20,1,West Side Story
1962-06-27,1,That Touch of Mink
1962-07-04,1,That Touch of Mink
1962-07-11,1,That Touch of Mink
1962-07-18,1,That Touch of Mink
1962-07-25,1,That Touch of Mink
1962-08-01,1,The Music Man
1962-08-08,1,That Touch of Mink
1962-08-15,1,That Touch of Mink
1962-08-22,1,The Wonderful World of the Brothers Grimm
1962-08-29,1,The Music Man
1962-09-05,1,The Music Man
1962-09-12,1,The Music Man
1962-09-19,1,The Music Man
1962-09-26,1,The Music Man
1962-10-03,1,The Wonderful World of the Brothers Grimm
1962-10-10,1,The Wonderful World of the Brothers Grimm
1962-10-17,1,The Wonderful World of the Brothers Grimm
1962-10-24,1,The Longest Day
1962-10-31,1,The Longest Day
1962-11-07,1,The Manchurian Candidate
1962-11-14,1,The Longest Day
1962-11-21,1,The Longest Day
1962-11-28,1,The Wonderful World of the Brothers Grimm
1962-12-05,1,Mutiny on the Bounty
1962-12-12,1,Mutiny on the Bounty
1962-12-19,1,Mutiny on the Bounty
1962-12-26,1,Mutiny on the Bounty
1963-01-02,1,Taras Bulba
1963-01-09,1,Taras Bulba
1963-01-16,1,Gypsy
1963-01-23,1,Mutiny on the Bounty
1963-01-30,1,Sodom and Gomorrah
1963-02-06,1,Lawrence of Arabia
1963-02-13,1,Lawrence of Arabia
1963-02-20,1,To Kill a Mockingbird
1963-02-27,1,Son of Flubber
1963-03-06,1,Son of Flubber
1963-03-13,1,To Kill a Mockingbird
1963-03-20,1,Days of Wine and Roses
1963-03-27,1,How the West Was Won
1963-04-03,1,How the West Was Won
1963-04-10,1,The Birds
1963-04-17,1,The Birds
1963-04-24,1,How the West Was Won
1963-05-01,1,How the West Was Won
1963-05-08,1,How the West Was Won
1963-05-15,1,How the West Was Won
1963-05-22,1,How the West Was Won
1963-05-29,1,How the West Was Won
1963-06-05,1,55 Days at Peking
1963-06-12,1,How the West Was Won
1963-06-19,1,How the West Was Won
1963-06-26,1,How the West Was Won
1963-07-03,1,Cleopatra †
1963-07-10,1,Cleopatra †
1963-07-17,1,Cleopatra †
1963-07-24,1,Cleopatra †
1963-07-31,1,Cleopatra †
1963-08-07,1,Cleopatra †
1963-08-14,1,Cleopatra †
1963-08-21,1,Cleopatra †
1963-08-28,1,Cleopatra †
1963-09-04,1,Cleopatra †
1963-09-11,1,Cleopatra †
1963-09-18,1,Cleopatra †
1963-09-25,1,Cleopatra †
1963-10-02,1,The V.I.P.s
1963-10-09,1,The V.I.P.s
1963-10-16,1,The V.I.P.s
1963-10-23,1,Cleopatra †
1963-10-30,1,Cleopatra †
1963-11-06,1,"Mary, Mary"
1963-11-13,1,"Mary, Mary"
1963-11-20,1,Cleopatra †
1963-11-27,1,No data published
1963-12-04,1,Under the Yum Yum Tree
1963-12-11,1,Under the Yum Yum Tree
1963-12-18,1,Under the Yum Yum Tree
1963-12-25,1,"It's a Mad, Mad, Mad, Mad World"
1964-01-01,1,Charade
1964-01-08,1,Charade
1964-01-15,1,Charade
1964-01-22,1,Charade
1964-01-29,1,Charade
1964-02-05,1,The Prize
1964-02-12,1,Tom Jones
1964-02-19,1,Tom Jones
1964-02-26,1,"It's a Mad, Mad, Mad, Mad World"
1964-03-04,1,Tom Jones
1964-03-11,1,Tom Jones
1964-03-18,1,"It's a Mad, Mad, Mad, Mad World"
1964-03-25,1,Tom Jones
1964-04-01,1,"It's a Mad, Mad, Mad, Mad World"
1964-04-08,1,"It's a Mad, Mad, Mad, Mad World"
1964-04-15,1,Tom Jones
1964-04-22,1,Tom Jones
1964-04-29,1,The Pink Panther
1964-05-06,1,The Pink Panther
1964-05-13,1,The Pink Panther
1964-05-20,1,The Pink Panther
1964-05-27,1,What a Way to Go!
1964-06-03,1,The Chalk Garden
1964-06-10,1,The Pink Panther
1964-06-17,1,The Carpetbaggers †
1964-06-24,1,The Carpetbaggers †
1964-07-01,1,The Carpetbaggers †
1964-07-08,1,The Carpetbaggers †
1964-07-15,1,The Carpetbaggers †
1964-07-22,1,The Unsinkable Molly Brown
1964-07-29,1,The Carpetbaggers †
1964-08-05,1,The Unsinkable Molly Brown
1964-08-12,1,The Night of the Iguana
1964-08-19,1,The Unsinkable Molly Brown
1964-08-26,1,The Unsinkable Molly Brown
1964-09-02,1,The Unsinkable Molly Brown
1964-09-09,1,The Unsinkable Molly Brown
1964-09-16,1,The Unsinkable Molly Brown
1964-09-23,1,The Unsinkable Molly Brown
1964-09-30,1,A Shot in the Dark
1964-10-07,1,A Shot in the Dark
1964-10-14,1,A Shot in the Dark
1964-10-21,1,Topkapi
1964-10-28,1,Mary Poppins
1964-11-04,1,My Fair Lady
1964-11-11,1,Mary Poppins
1964-11-18,1,My Fair Lady
1964-11-25,1,My Fair Lady
1964-12-02,1,My Fair Lady
1964-12-09,1,My Fair Lady
1964-12-16,1,My Fair Lady
1964-12-23,1,My Fair Lady
1964-12-30,1,Goldfinger
1965-01-06,1,Goldfinger
1965-01-13,1,Goldfinger
1965-01-20,1,Goldfinger
1965-01-27,1,Goldfinger
1965-02-03,1,Goldfinger
1965-02-10,1,Goldfinger
1965-02-17,1,My Fair Lady
1965-02-24,1,My Fair Lady
1965-03-03,1,My Fair Lady
1965-03-10,1,My Fair Lady
1965-03-17,1,My Fair Lady
1965-03-24,1,My Fair Lady
1965-03-31,1,My Fair Lady
1965-04-07,1,The Sound of Music
1965-04-14,1,The Sound of Music
1965-04-21,1,My Fair Lady
1965-04-28,1,The Sound of Music
1965-05-05,1,The Sound of Music
1965-05-12,1,The Sound of Music
1965-05-19,1,The Sound of Music
1965-05-26,1,The Sound of Music
1965-06-02,1,The Sound of Music
1965-06-09,1,The Sound of Music
1965-06-16,1,The Sound of Music
1965-06-23,1,The Yellow Rolls-Royce
1965-06-30,1,The Yellow Rolls-Royce
1965-07-07,1,What's New Pussycat?
1965-07-14,1,What's New Pussycat?
1965-07-21,1,The Sound of Music
1965-07-28,1,The Sandpiper
1965-08-04,1,The Sandpiper
1965-08-11,1,The Sound of Music
1965-08-18,1,The Sound of Music
1965-08-25,1,The Sound of Music
1965-09-01,1,The Sound of Music
1965-09-08,1,The Sound of Music
1965-09-15,1,The Sound of Music
1965-09-22,1,The Sound of Music
1965-09-29,1,The Sound of Music
1965-10-06,1,The Sound of Music
1965-10-13,1,The Sound of Music
1965-10-20,1,The Great Race
1965-10-27,1,The Great Race
1965-11-03,1,The Sound of Music
1965-11-10,1,The Sound of Music
1965-11-17,1,The Sound of Music
1965-11-24,1,The Sound of Music
1965-12-01,1,The Sound of Music
1965-12-08,1,The Sound of Music
1965-12-15,1,The Sound of Music
1965-12-22,1,The Sound of Music
1965-12-29,1,Thunderball
1966-01-05,1,Thunderball †
1966-01-12,1,Thunderball †
1966-01-19,1,Thunderball †
1966-01-26,1,Thunderball †
1966-02-02,1,Thunderball †
1966-02-09,1,Thunderball †
1966-02-16,1,Thunderball †
1966-02-23,1,Thunderball †
1966-03-02,1,The Sound of Music
1966-03-09,1,The Sound of Music
1966-03-16,1,The Sound of Music
1966-03-23,1,The Sound of Music
1966-03-30,1,The Sound of Music
1966-04-06,1,Doctor Zhivago
1966-04-13,1,Doctor Zhivago
1966-04-20,1,Doctor Zhivago
1966-04-27,1,The Sound of Music
1966-05-04,1,Doctor Zhivago
1966-05-11,1,The Sound of Music
1966-05-18,1,Doctor Zhivago
1966-05-25,1,The Sound of Music
1966-06-01,1,The Sound of Music
1966-06-08,1,Doctor Zhivago
1966-06-15,1,The Sound of Music
1966-06-22,1,The Sound of Music
1966-06-29,1,"The Russians Are Coming, the Russians Are Coming"
1966-07-06,1,Who's Afraid of Virginia Woolf?
1966-07-13,1,Who's Afraid of Virginia Woolf?
1966-07-20,1,Who's Afraid of Virginia Woolf?
1966-07-27,1,Who's Afraid of Virginia Woolf?
1966-08-03,1,Who's Afraid of Virginia Woolf?
1966-08-10,1,Who's Afraid of Virginia Woolf?
1966-08-17,1,Who's Afraid of Virginia Woolf?
1966-08-24,1,Who's Afraid of Virginia Woolf?
1966-08-31,1,How to Steal a Million
1966-09-07,1,How to Steal a Million
1966-09-14,1,The Sound of Music
1966-09-21,1,Doctor Zhivago
1966-09-28,1,Doctor Zhivago
1966-10-05,1,Doctor Zhivago
1966-10-12,1,Doctor Zhivago
1966-10-19,1,Doctor Zhivago
1966-10-26,1,Doctor Zhivago
1966-11-02,1,Hawaii
1966-11-09,1,Hawaii
1966-11-16,1,The Professionals
1966-11-23,1,The Professionals and Hawaii
1966-11-30,1,The Professionals
1966-12-07,1,The Professionals
1966-12-14,1,The Professionals
1966-12-21,1,Hawaii and The Professionals
1966-12-28,1,"Follow Me, Boys!"
1967-01-04,1,"Follow Me, Boys!"
1967-01-11,1,"Follow Me, Boys!"
1967-01-18,1,The Bible: In the Beginning...
1967-01-25,1,The Bible: In the Beginning...
1967-02-01,1,Doctor Zhivago
1967-02-08,1,The Bible: In the Beginning...
1967-02-15,1,Grand Prix
1967-02-22,1,The Bible: In the Beginning...
1967-03-01,1,Hawaii
1967-03-08,1,The Bible: In the Beginning...
1967-03-15,1,The Bible: In the Beginning...
1967-03-22,1,How to Succeed in Business Without Really Trying
1967-03-29,1,How to Succeed in Business Without Really Trying
1967-04-05,1,How to Succeed in Business Without Really Trying
1967-04-12,1,How to Succeed in Business Without Really Trying
1967-04-19,1,A Man for All Seasons
1967-04-26,1,A Man for All Seasons
1967-05-03,1,Casino Royale
1967-05-10,1,Casino Royale
1967-05-17,1,Casino Royale
1967-05-24,1,Casino Royale
1967-05-31,1,Casino Royale
1967-06-07,1,Casino Royale
1967-06-14,1,Thoroughly Modern Millie
1967-06-21,1,Thoroughly Modern Millie
1967-06-28,1,You Only Live Twice
1967-07-05,1,You Only Live Twice
1967-07-12,1,You Only Live Twice
1967-07-19,1,You Only Live Twice
1967-07-26,1,You Only Live Twice
1967-08-02,1,You Only Live Twice
1967-08-09,1,The Dirty Dozen †
1967-08-16,1,Barefoot in the Park
1967-08-23,1,In the Heat of the Night
1967-08-30,1,In the Heat of the Night
1967-09-06,1,In the Heat of the Night
1967-09-13,1,In the Heat of the Night
1967-09-20,1,In the Heat of the Night
1967-09-27,1,"To Sir, with Love"
1967-10-04,1,"To Sir, with Love"
1967-10-11,1,"To Sir, with Love"
1967-10-18,1,Reflections in a Golden Eye
1967-10-25,1,Reflections in a Golden Eye
1967-11-01,1,Gone with the Wind
1967-11-08,1,Gone with the Wind
1967-11-15,1,Gone with the Wind
1967-11-22,1,Gone with the Wind
1967-11-29,1,Gone with the Wind
1967-12-06,1,Gone with the Wind
1967-12-13,1,Gone with the Wind
1967-12-20,1,Gone with the Wind
1967-12-27,1,Valley of the Dolls
1968-01-03,1,Valley of the Dolls
1968-01-10,1,Valley of the Dolls
1968-01-17,1,Valley of the Dolls
1968-01-24,1,Valley of the Dolls
1968-01-31,1,Valley of the Dolls
1968-02-07,1,Valley of the Dolls
1968-02-14,1,Guess Who's Coming to Dinner
1968-02-21,1,Guess Who's Coming to Dinner
1968-02-28,1,Guess Who's Coming to Dinner
1968-03-06,1,Guess Who's Coming to Dinner
1968-03-13,1,The Graduate †
1968-03-20,1,The Graduate †
1968-03-27,1,The Graduate †
1968-04-03,1,The Graduate †
1968-04-10,1,The Graduate †
1968-04-17,1,The Graduate †
1968-04-24,1,The Graduate †
1968-05-01,1,The Graduate †
1968-05-08,1,The Graduate †
1968-05-15,1,The Graduate †
1968-05-22,1,The Graduate †
1968-05-29,1,The Graduate †
1968-06-05,1,The Graduate †
1968-06-12,1,The Graduate †
1968-06-19,1,2001: A Space Odyssey
1968-06-26,1,The Odd Couple
1968-07-03,1,The Odd Couple
1968-07-10,1,The Odd Couple
1968-07-17,1,The Odd Couple
1968-07-24,1,The Odd Couple
1968-07-31,1,The Odd Couple
1968-08-07,1,The Odd Couple
1968-08-14,1,Rosemary's Baby
1968-08-21,1,Rosemary's Baby
1968-08-28,1,Rosemary's Baby
1968-09-04,1,Rosemary's Baby
1968-09-11,1,2001: A Space Odyssey
1968-09-18,1,Rosemary's Baby
1968-09-25,1,"Rachel, Rachel"
1968-10-02,1,"Rachel, Rachel"
1968-10-09,1,"Rachel, Rachel"
1968-10-16,1,Barbarella
1968-10-23,1,Barbarella
1968-10-30,1,Funny Girl
1968-11-06,1,Funny Girl
1968-11-13,1,Funny Girl
1968-11-20,1,Funny Girl
1968-11-27,1,Funny Girl
1968-12-04,1,Funny Girl
1968-12-11,1,Funny Girl
1968-12-18,1,Funny Girl
1968-12-25,1,Candy
1969-01-01,1,Candy
1969-01-08,1,Candy
1969-01-15,1,Bullitt
1969-01-22,1,Bullitt
1969-01-29,1,Funny Girl †
1969-02-05,1,Funny Girl †
1969-02-12,1,Funny Girl †
1969-02-19,1,Funny Girl †
1969-02-26,1,Funny Girl †
1969-03-05,1,Funny Girl †
1969-03-12,1,Funny Girl †
1969-03-19,1,Funny Girl †
1969-03-26,1,Funny Girl †
1969-04-02,1,The Love Bug
1969-04-09,1,The Love Bug
1969-04-16,1,The Love Bug
1969-04-23,1,Support Your Local Sheriff!
1969-04-30,1,Support Your Local Sheriff!
1969-05-07,1,99 Women
1969-05-14,1,The Mad Room
1969-05-21,1,Oliver!
1969-05-28,1,Winning
1969-06-04,1,The Killing of Sister George
1969-06-11,1,The Longest Day
1969-06-18,1,Winning
1969-06-25,1,Ice Station Zebra
1969-07-02,1,The Love Bug
1969-07-09,1,The Love Bug
1969-07-16,1,The Love Bug
1969-07-23,1,The April Fools
1969-07-30,1,What Ever Happened to Aunt Alice?
1969-08-06,1,Midnight Cowboy
1969-08-13,1,"Goodbye, Columbus"
1969-08-20,1,"Goodbye, Columbus"
1969-08-27,1,True Grit
1969-09-03,1,"Goodbye, Columbus"
1969-09-10,1,Daddy's Gone-A-Hunting
1969-09-17,1,True Grit
1969-09-24,1,The Learning Tree
1969-10-01,1,Bonnie and Clyde/Bullitt
1969-10-08,1,Butch Cassidy and the Sundance Kid
1969-10-15,1,Butch Cassidy and the Sundance Kid
1969-10-22,1,Easy Rider
1969-10-29,1,Easy Rider
1969-11-05,1,Easy Rider
1969-11-12,1,Fanny Hill
1969-11-19,1,I Am Curious
1969-11-26,1,I Am Curious
1969-12-03,1,"Krakatoa, East of Java"
1969-12-10,1,Paint Your Wagon
1969-12-17,1,A Boy Named Charlie Brown
1969-12-24,1,On Her Majesty's Secret Service
1969-12-31,1,On Her Majesty's Secret Service
1970-01-07,1,On Her Majesty's Secret Service
1970-01-14,1,On Her Majesty's Secret Service
1970-01-21,1,Butch Cassidy and the Sundance Kid
1970-01-28,1,Butch Cassidy and the Sundance Kid
1970-02-04,1,The Secret of Santa Vittoria
1970-02-11,1,Funny Girl
1970-02-18,1,Funny Girl
1970-02-25,1,Funny Girl
1970-03-04,1,Funny Girl
1970-03-11,1,Cactus Flower
1970-03-18,1,Cactus Flower
1970-03-25,1,Airport †
1970-04-01,1,Airport †
1970-04-08,1,Marooned
1970-04-15,1,Butch Cassidy and the Sundance Kid/The Prime of Miss Jean Brodie
1970-04-22,1,Butch Cassidy and the Sundance Kid/The Prime of Miss Jean Brodie
1970-04-29,1,Airport †
1970-05-06,1,Airport †
1970-05-13,1,The Liberation of L.B. Jones
1970-05-20,1,Airport †
1970-05-27,1,Airport †
1970-06-03,1,Bob & Carol & Ted & Alice
1970-06-10,1,Bob & Carol & Ted & Alice
1970-06-17,1,A Man Called Horse
1970-06-24,1,Jenny
1970-07-01,1,Airport †
1970-07-08,1,Beneath the Planet of the Apes
1970-07-15,1,Airport †
1970-07-22,1,Beyond the Valley of the Dolls
1970-07-29,1,Patton
1970-08-05,1,Z
1970-08-12,1,The Out-of-Towners
1970-08-19,1,Getting Straight
1970-08-26,1,Woodstock
1970-09-02,1,Getting Straight
